词不达意,ci,yi
从壁上观,cong,guan
粗衣淡饭,cu,fan
促膝谈心,cu,xin
窜端匿迹,cuan,ji
村夫野老,cun,lao
寸有所长,cun,chang
搓手顿脚,cuo,jiao
大才槃槃,da,pan
大公无私,da,si
大含细入,da,ru
大好河山,da,shan
大声疾呼,da,hu
大相径庭,da,ting
大有可观,da,guan
代拆代行,dai,xing
担惊受怕,dan,pa
丹凤朝阳,dan,yang
胆大心粗,dan,cu
惮赫千里,dan,li
当耳边风,dang,feng
岛瘦郊寒,dao,han
倒戈卸甲,dao,jia
悼心失图,dao,tu
倒背如流,dao,liu
倒持泰阿,dao,e
登木求鱼,deng,yu
堤溃蚁孔,di,kong
羝羊触藩,di,fan
掂斤播两,dian,liang
点金乏术,dian,shu
电光朝露,dian,lu
刁斗森严,diao,yan
吊尔郎当,diao,dang
东拉西扯,dong,che
洞察其奸,dong,jian
冻解冰释,dong,shi
斗粟尺布,dou,bu
斗折蛇行,dou,xing
都头异姓,du,xing
独步当时,du,shi
独辟蹊径,du,jing
独善其身,du,shen
黩武穷兵,du,bing
妒能害贤,du,xian
短褐穿结,duan,jie
断头将军,duan,jun
度德量力,duo,li
夺门而出,duo,chu
阿党相为,e,wei
蛾眉皓齿,e,chi
讹言惑众,e,zhong
恶迹昭著,e,zhu
扼吭夺食,e,shi
扼喉抚背,e,bei
饿莩遍野,e,ye
尔虞我诈,er,zha
发人深省,fa,xing
浮白载笔,fu,bi
伏低做小,fu,xiao
芙蓉并蒂,fu,di
拊背扼喉,fu,hou
付之丙丁,fu,ding
父慈子孝,fu,xiao
蝮蛇螫手，壮士解腕,fu,wan
肝肠寸断,gan,duan
甘败下风,gan,feng
敢不承命,gan,ming
干父之蛊,gan,gu
刚愎自用,gang,yong
高材疾足,gao,zu
高官显爵,gao,jue
隔年皇历,ge,li
个中妙趣,ge,qu
各人自扫门前雪，莫管他家瓦上霜,ge,shuang
更长梦短,geng,duan
绠短汲深,geng,shen
工欲善其事，必先利其器,gong,qi
功败垂成,gong,cheng
公报私仇,gong,chou
公说公有理，婆说婆有,gong,shu
弓调马服,gong,fu
勾魂摄魄,gou,po
钩心斗角,gou,jiao
钩章棘句,gou,ju
狗恶酒酸,gou,suan
姑妄听之,gu,zhi
姑射神人,gu,ren
孤犊触乳,gu,ru
孤立无援,gu,yuan
孤鸾寡鹄,gu,hu
古道热肠,gu,chang
股肱之力,gu,li
谷贱伤农,gu,nong
告朔饩羊,gu,yang
故步自封,gu,feng
固步自封,gu,feng
告贷无门,gao,men
瓜瓞绵绵,gua,mian
瓜田不纳履，李下不整冠,gua,guan
关东出相，关西出将,guen,xiang
观过知仁,guan,ren
鳏寡孤独,guan,du
冠绝一时,guan,shi
归根到底,gui,di
龟鹤遐寿,gui,shou
龟冷支床,gui,chuang
诡变多端,gui,duan
佹得佹失,gui,shi
贵耳贱目,gui,mu
骇浪惊涛,hai,tao
邯郸学步,han,bu
含苞待放,han,fang
汉官威仪,han,yi
行行出状元,hang,yuan
豪夺巧取,hao,qu
毫不讳言,hao,yan
好事不出门，恶事行千,hao,shi
好吃懒做,hao,zuo
好整以暇,hao,xia
河东狮吼,he,hou
何患无辞,he,ci
合而为一,he,yi
合从连衡,he,heng
褐衣不完,he,wan
横殃飞祸,heng,huo
哄动一时,hong,shi
轰动一时,hong,shi
弘毅宽厚,hong,hou
宏图大志,hong,zhi
后车之戒,hou,jie
后患无穷,hou,qiong
囫囵半片,hu,pian
虎落平川,hu,chuan
花朝月夕,hua,xi
华不再扬,hua,yang
华屋秋墟,hua,xu
华亭鹤唳,hua,li
画饼充饥,hua,ji
划一不二,hua,er
怀宝迷邦,huai,bang
涣然冰释,huan,shi
宦海风波,huan,bo
皇皇不可终日,huang,ri
灰飞烟灭,hui,mie
毁于一旦,hui,dan
晦迹韬光,hui,guang
绘影绘声,hui,sheng
荟萃一堂,hui,tang
浑身解数,hun,shu
魂不附体,hun,ti
混沌不分,hun,fen
混淆视听,hun,ting
活灵活现,huo,xian
豁达大度,huo,du
祸兮福所倚，福兮祸所,huo,hu
货真价实,huo,shi
激昂慷慨,ji,kai
积案盈箱,ji,xiang
积财千万，不如薄技在,ji,zai
击鼓鸣金,ji,jin
击中要害,ji,hai
赍粮藉寇,ji,kou
机变如神,ji,shen
饥不择食,ji,shi
饥者易为食，渴者易为饮,ji,yin
鸡犬之声相闻，老死不,jiquanzhisheng,si
疾风劲草,ji,cao
及宾有鱼,ji,yu
极而言之,ji,zhi
极目迥望,ji,wang
岌岌不可终日,ji,ri
急景凋年,ji,nian
汲引忘疲,ji,pi
即以其人之道，还治其,ji,zhi
虮虱相吊,ji,diao
掎裳连袂,ji,mei
几次三番,ji,fan
济寒赈贫,ji,pin
计不旋踵,ji,zhong
计出万全,ji,quan
稷蜂社鼠,ji,shu
记问之学,ji,xue
浃髓沦肤,jia,fu
家道从容,jia,rong
家给民足,jia,zu
夹袋人物,jia,wu
佳儿佳妇,jia,fu
加官进爵,jia,jue
夹板医驼子,jia,zi
戛戛独造,jia,zao
甲第连天,jia,tian
嫁祸于人,jia,ren
价廉物美,jia,mei
驾轻就熟,jia,shu
驾雾腾云,jia,yun
肩摩毂击,jian,ji
监守自盗,jian,dao
尖担两头脱,jian,tuo
奸同鬼蜮，行若狐鼠,jian,shu
茧丝牛毛,jian,mao
间不容发,jian,fa
见鞍思马,jian,ma
见风是雨,jian,yu
见机而行,jian,xing
僭赏滥刑,jian,xing
姜桂之性,jiang,xing
江东父老,jiang,lao
将门虎子,jiang,zi
胶柱调瑟,jiao,se
郊寒岛瘦,jiao,shou
叫苦不迭,jiao,die
接二连三,jie,san
皆大欢喜,jie,xi
劫富济贫,jie,pin
节哀顺变,jie,bian
竭泽而渔,jie,yu
桀骜不驯,jie,xun
孑然一身,jie,shen
今不如昔,jin,xi
今是昨非,jin,fei
巾帼英雄,jin,xiong
金榜题名,jin,ming
金壶墨汁,jin,zhi
斤斤计较,jin,jiao
紧打慢敲,jin,qiao
锦瑟年华,jin,hua
仅容旋马,jin,ma
进旅退旅,jin,lu
进身之阶,jin,jie
进退无据,jin,ju
近火先焦,jin,jiao
列鼎而食,lie,shi
鳞次栉比,lin,bi
临别赠言,lin,yan
陵谷变迁,ling,qian
玲珑剔透,ling,tou
令不虚行,ling,xing
留得青山在，不愁没柴,liu,chou
柳树上着刀，桑树上出,liu,sh
六出奇计,liu,ji
路遥知马力，日久见人,lu,ji
陆海潘江,lu,jiang
驴唇不对马嘴,lu,zui
乱弹琴,luan,qin
洛阳纸贵,luo,gui
络绎不绝,luo,jue
慢藏诲盗,man,dao
盲人把烛,mang,zhu
每饭不忘,mei,wang
蒙混过关,meng,guan
蒙昧无知,meng,zhi
猛志常在,meng,zai
迷而不返,mi,fan
弥缝其阙,mi,que
密不通风,mi,feng
绵里薄材,mian,cai
免开尊口,mian,kou
偭规越矩,mian,ju
民安物阜,min,fu
名标青史,ming,shi
摩顶放踵,mo,zhong
摩肩击毂,mo,gu
模棱两可,mo,ke
莫名其妙,mo,miao
莫予毒也,mo,ye
脉脉含情,mo,qing
侔色揣称,mou,chen
幕天席地,mu,di
沐猴而冠,mu,guan
拿刀动杖,na,zhang
难分难解,nan,jie
难兄难弟,nan,di
内顾之忧,nei,you
内省不疚,nei,jiu
呢喃细语,ni,yu
你死我活,ni,huo
匿迹销声,ni,sheng
年富力强,nian,qiang
涅而不缁,nie,zi
宁缺毋滥,ning,lan
女长须嫁,nu,jia
偶一为之,ou,zhi
徘徊歧路,pai,lu
旁见侧出,pang,chu
庞眉皓发,pang,fa
咆哮如雷,pao,lei
炮火连天,pao,tian
朋比为奸,peng,jian
批红判白,pi,bai
被发文身,pi,shen
枇杷门巷,pi,xiang
皮开肉绽,pi,zhan
否极泰来,pi,lai
屁滚尿流,pi,liu
骈拇枝指,pian,zhi
片甲不存,pian,cun
漂泊无定,piao,ding
凭几据杖,ping,zhang
迫不得已,po,yi
仆仆风尘,pu,chen
暴腮龙门,pu,men
七步之才,qi,cai
七横八竖,qi,shu
其味无穷,qi,qiong
棋逢对手,qi,shou
骐骥过隙,qi,xi
奇才异能,qi,neng
杞人忧天,qi,tian
岂有此理,qi,li
弃暗投明,qi,ming
弃书捐剑,qi,jian
气冲牛斗,qi,dou
铅刀一割,qian,ge
牵肠挂肚,qian,du
千变万化,qian,hua
千里不同风，百里不同,qian,li
千言万语,qian,yu
前不巴村，后不巴店,qian,dian
前赴后继,qian,ji
钱可通神,qian,shen
将伯之呼,qiang,hu
墙倒众人推,qiang,tui
强本节用,qiang,yong
桥归桥，路归路,qiao,lu
乔龙画虎,qiao,hu
悄然无声,qiao,sheng
怯防勇战,qie,zhan
切齿腐心,qie,xin
钦差大臣,qin,chen
禽困覆车,qin,che
琴断朱弦,qin,xian
琴瑟调和,qin,he
清夜扪心,qing,xin
倾肠倒肚,qing,du
倾耳而听,qing,ting
轻才好施,qing,shi
轻举妄动,qing,dong
轻如鸿毛,qing,mao
情见乎辞,qing,ci
穷源竟委,qiong,wei
茕茕孑立，形影相吊,qiong,diao
秋月春风,qiu,feng
丘山之功,qiu,gong
囚首垢面,qiu,mian
区区小事,qu,shi
曲高和寡,qu,gua
权衡轻重,quan,zhong
全功尽弃,quan,qi
全军覆没,quan,mo
犬牙交错,quan,cuo
雀角鼠牙,que,ya
裙带关系,qun,xi
热肠古道,re,dao
人给家足,ren,zu
人迹罕至,ren,zhi
人生何处不相逢,ren,feng
人生如朝露,ren,lu
人为财死，鸟为食亡,ren,shi
人心归向,ren,xiang
日积月累,ri,lei
日久天长,ri,chang
日出三竿,ri,gan
日省月试,ri,shi
日月蹉跎,ri,tuo
日月参辰,ri,chen
戎马倥偬,rong,zong
如臂使指,ru,zhi
如影随形,ru,xing
乳臭未干,ru,gan
入木三分,ru,fen
三茶六饭,san,fan
三个臭皮匠，赛过诸葛,san,gu
三生有幸,san,xing
三十年河东，三十年河,san,sh
三省吾身,san,shen
三旨相公,san,gong
色厉内荏,se,ren
杀敌致果,sha,guo
杀鸡骇猴,sha,hou
煽风点火,shan,huo
山肴野蔌,shan,su
山陬海噬,shan,shi
芟繁就简,shan,jian
删繁就简,shan,jian
潸然泪下,shan,xia
善罢干休,shan,xiu
上无片瓦，下无插针之,shang,cha
上烝下报,shang,bao
少不更事,shao,shi
少壮不努力，老大徒伤,shao,da
舌敝唇焦,she,jiao
舍得一身剐，敢把皇帝,she,hua
舍己救人,she,ren
设身处地,she,di
社威擅势,she,shi
申冤吐气,shen,qi
参辰卯酉,shen,you
深恶痛疾,shen,ji
神圣工巧,shen,qiao
生死相依,sheng,yi
生死予夺,sheng,duo
升山采珠,sheng,zhu
胜败乃兵家常事,sheng,shi
胜残去杀,sheng,sha
诗肠鼓吹,shi,chui
师出无名,shi,ming
失败为成功之母,shi,mu
尸横遍野,shi,ye
识二五而不知十,shi,shi
十病九痛,shi,tong
十里长亭,shi,ting
时不可失,shi,shi
食不甘味,shi,wei
史不绝书,shi,shu
矢口抵赖,shi,lai
市井之臣,shi,chen
世道人心,shi,xin
世上无难事，只怕有心,shi,pa
天下本无事，庸人自扰,tian,re
田父献曝,tian,pu
调和鼎鼐,tiao,nai
挑拨离间,tiao,jian
粜风卖雨,tiao,yu
同病相怜,tong,lian
同文共轨,tong,gui
头会箕敛,tou,lian
头没杯案,tou,an
投传而去,tou,qu
图财害命,tu,ming
图穷匕见,tu,xian
徒读父书,tu,shu
兔起鹘落,tu,luo
囤积居奇,tun,qi
拖泥带水,tuo,shui
完美无疵,wan,ci
丸泥封关,wan,guan
宛转悠扬,wan,yang
万世流芳,wan,fang
王顾左右而言他,wang,ta
网开一面,wang,mian
销魂夺魄,xiao,po
枵腹从公,xiao,gong
小本经营,xiao,ying
邪不压正,xie,zheng
卸磨杀驴,xie,lu
心安理得,xin,de
欣喜若狂,xin,kuang
信口开合,xin,he
腥闻在上,xing,shang
行动坐卧,xing,wo
形色仓皇,xing,huang
兴高采烈,xing,lie
杏脸桃腮,xing,sai
凶喘肤汗,xiong,han
休明盛世,xiu,shi
秀才不出门，全知天下,xiu,zhi
臭味相投,xiu,tou
虚晃一枪,xiu,qiang
喧宾夺主,xuan,zhu
玄酒瓠脯,xuan,fu
悬灯结彩,xuan,cai
悬壶问世,xian,shi
削木为吏,xue,li
穴居野处,xue,chu
血海深仇,xue,chou
寻根究底,xun,di
寻花问柳,xun,liu
牙白口清,ya,qing
烟波钓徒,yan,tu
妍姿艳质,yan,zhi
延颈鹤望,yan,wang
奄奄一息,yan,xi
眼不见，心不烦,yan,fan
厌难折冲,yan,chong
阳春白雪,yang,xue
扬长避短,yang,duan
养家活口,yang,kou
养痈成患,yang,huan
仰不愧天,yang,tian
夭桃秾李,yao,li
幺麽小丑,yao,chou
遥遥无期,yao,qi
姚黄魏紫,yao,zi
乐山乐水,yao,shui
叶公好龙,ye,long
业精于勤,ye,qin
伊于胡底,yi,di
一把死拿,yi,na
一分为二,yi,er
一狐之腋,yi,ye
一决雌雄,yi,xiong
一刻千金,yi,jin
一鸣惊人,yi,ren
一木难支,yi,zhi
一石二鸟,yi,niao
一事无成,yi,cheng
一世龙门,yi,men
一弹指顷,yi,qing
一网打尽,yi,jin
一泻千里,yi,li
一之谓甚,yi,shen
遗臭万年,yi,nian
仪静体闲,yi,xian
宜家宜室,yi,shi
蚁封穴雨,yi,yu
以暴易暴,yi,bao
以狸饵鼠,yi,shu
以力服人,yi,ren
以小人之心，度君子之,yi,jun
以子之矛，攻子之盾,yi,dun
意马心猿,yi,yuan
瘗玉埋香,yi,xiang
衣被群生,yi,sheng
义薄云天,yi,tian
因材施教,yin,jiao
因事制宜,yin,yi
阴差阳错,yin,cuo
寅吃卯粮,yin,liang
引而不发,yin,fa
引虎自卫,yin,wei
饮马投钱,yin,qian
莺俦燕侣,ying,lu
英雄气短,ying,duan
盈科后进,ying,jin
迎风待月,ying,yue
郢书燕说,ying,shuo
忧心如捣,you,dao
游辞巧饰,you,shi
游目骋怀,you,huai
尤物移人,you,ren
有过之，无不及,you,ji
有一得一,you,yi
有朝一日,you,ri
有枝添叶,you,ye
右传之八章,you,zhang
又弱一个,you,ge
褎然举首,you,shou
纡青拖紫,yu,zi
愚不可及,yu,ji
余波未平,yu,ping
鱼贯而行,yu,xing
予取予求,yu,qiu
雨打风吹,yu,chui
与虎谋皮,yu,pi
与世沉浮,yu,fu
玉不琢，不成器,yu,qi
玉叶金枝,yu,zhi
浴血奋战,yu,zhan
狱货非宝,yu,bao
鹬蚌持争，渔翁得利,yu,li
冤有头，债有主,yuan,zhu
沅茞澧兰,yuan,lan
源源不断,yuan,duan
圆孔方木,yuan,mu
远见卓识,yuan,shi
跃马弯弓,yue,gong
月白风清,yue,qing
月下花前,yue,qian
云程发轫,yun,ren
杂乱无章,za,zhang
皂白不分,zao,fen
择肥而噬,ze,shi
毡袜裹脚靴,zhan,xue
张敞画眉,zhang,mei
长年三老,zhang,lao
仗马寒蝉,zhang,chan
朝不保夕,zhao,xi
朝气蓬勃,zhao,bo
招降纳叛,zhao,pan
照本宣科,zhao,ke
真赃实犯,zhen,fan
阵马风樯,zhen,qiang
正本清源,zheng,yuan
政以贿成,zheng,cheng
支离破碎,zhi,sui
织楚成门,zhi,men
知白守黑,zhi,hei
知法犯法,zhi,fa
知人之明,zhi,ming
执鞭随蹬,zhi,deng
只此一家，别无分店,zhi,dian
助边输财,zhu,cai
妆嫫费黛,zhuang,dai
壮士解腕,zhuang,wan
追奔逐北,zhui,bei
坠茵落溷,zhui,hun
拙口钝腮,zhuo,sai
灼艾分痛,zhuo,tong
斫轮老手,zhuo,shou
擢发难数,zhuo,shu
资深望重,zi,zhong
趑趄不前,zi,qian
子虚乌有,zi,you
自拔来归,zi,gui
自给自足,zi,zu
自觉自愿,zi,yuan
自贻伊戚,zi,qi
罪不可逭,zui,huan
坐不垂堂,zuo,tang
坐吃山崩,zuo,beng
坐地分赃,zuo,zang
作壁上观,zuo,guan
阿鼻地狱,a,yu
阿狗阿猫,a,mao
阿姑阿翁,a,weng
阿家阿翁,a,weng
阿娇金屋,a,wu
阿猫阿狗,a,gou
阿毗地狱,a,yu
阿平绝倒,a,dao
阿党比周,e,zhou
阿弥陀佛,e,fo
阿其所好,e,hao
阿时趋俗,e,su
阿世盗名,e,ming
阿世媚俗,e,su
阿世取容,e,rong
阿意取容,e,rong
阿谀谄媚,e,mei
阿谀逢迎,e,ying
阿谀奉承,e,cheng
阿谀取容,e,rong
哀哀父母,ai,mu
哀哀欲绝,ai,jue
哀兵必胜,ai,sheng
哀而不伤,ai,shang
哀感天地,ai,di
哀感顽艳,ai,yan
哀感中年,ai,nian
哀告宾服,ai,fu
哀鸿遍地,ai,di
哀鸿遍野,ai,ye
哀毁骨立,ai,li
哀毁瘠立,ai,li
哀梨蒸食,ai,shi
哀莫大于心死,ai,si
哀声叹气,ai,qi
哀丝豪竹,ai,zhu
哀思如潮,ai,chao
哀天叫地,ai,di
哀痛欲绝,ai,jue
唉声叹气,ai,qi
挨冻受饿,ai,e
挨风缉缝,ai,feng
挨家挨户,ai,hu
挨肩并足,ai,zu
挨肩擦膀,ai,bang
挨肩擦背,ai,bei
挨肩擦脸,ai,lian
挨肩搭背,ai,bei
挨肩迭背,ai,bei
挨肩叠背,ai,bei
挨门挨户,ai,hu
挨门逐户,ai,hu
挨三顶五,ai,wu
挨山塞海,ai,hai
捱风缉缝,ai,feng
捱三顶四,ai,si
捱三顶五,ai,wu
嗳声叹气,ai,qi
矮人观场,ai,chang
矮人看场,ai,chang
矮人看戏,ai,xi
矮子观场,ai,chang
矮子看戏,ai,xi
蔼然可亲,ai,qin
蔼然仁者,ai,zhe
爱别离苦,ai,ku
爱博而情不专,ai,zhuan
爱不忍释,ai,shi
爱不释手,ai,shou
爱才如渴,ai,ke
爱才如命,ai,ming
爱才若渴,ai,ke
爱财如命,ai,ming
爱富嫌贫,ai,pin
爱国如家,ai,jia
爱鹤失众,ai,zhong
爱礼存羊,ai,yang
爱毛反裘,ai,qiu
爱民如子,ai,zi
爱莫能助,ai,zhu
爱莫之助,ai,zhu
爱钱如命,ai,ming
爱人好士,ai,shi
爱人利物,ai,wu
爱人以德,ai,de
爱日惜力,ai,li
爱如己出,ai,chu
爱如珍宝,ai,bao
爱生恶死,ai,si
爱素好古,ai,gu
爱屋及乌,ai,wu
爱惜羽毛,ai,mao
爱则加诸膝，恶则坠诸渊,ai,yuan
爱憎分明,ai,ming
爱之欲其生,ai,sheng
爱之欲其生，恶之欲其死,ai,si
碍口识羞,ai,xiu
碍难从命,ai,ming
碍手碍脚,ai,jiao
碍足碍手,ai,shou
暧昧不明,ai,ming
暧昧之情,ai,qing
安安稳稳,an,wen
安邦定国,an,guo
安邦治国,an,guo
安不忘危,an,wei
安步当车,an,che
安常处顺,an,shun
安常履顺,an,shun
安常守分,an,fen
安常守故,an,gu
安常习故,an,gu
安车蒲轮,an,lun
安堵乐业,an,ye
安堵如故,an,gu
安分守己,an,ji
安分守已,an,ji
安分知足,an,zu
安份守己,an,ji
安富恤贫,an,pin
安富恤穷,an,qiong
安富尊荣,an,rong
安故重迁,an,qian
安国富民,an,min
安国宁家,an,jia
安魂定魄,an,po
安家乐业,an,ye
安家立业,an,ye
安家落户,an,hu
安居乐业,an,ye
安老怀少,an,shao
安乐窝,an,wo
安良除暴,an,bao
安眉带眼,an,yan
安民告示,an,shi
安内攘外,an,wai
安贫乐道,an,dao
安贫乐贱,an,jian
安贫守道,an,dao
安然如故,an,gu
安然无事,an,shi
安然无恙,an,yang
安忍无亲,an,qin
安如盘石,an,shi
安如磐石,an,shi
安如太山,an,shan
安如泰山,an,shan
安若泰山,an,shan
安身乐业,an,ye
安身立命,an,ming
安身为乐,an,le
安身之处,an,chu
安身之地,an,di
安神定魄,an,po
安生服业,an,ye
安生乐业,an,ye
安时处顺,an,shun
安室利处,an,chu
安适如常,an,chang
安土乐业,an,ye
安土重旧,an,jiu
鞍不离马，甲不离身,an,shen
鞍不离马背，甲不离将身,an,shen
鞍马劳顿,an,dun
鞍马劳倦,an,juan
鞍马劳困,an,kun
鞍马劳神,an,shen
鞍马之劳,an,lao
鞍前马后,an,hou
岸谷之变,an,bian
岸然道貌,an,mao
按兵不动,an,dong
按兵不举,an,ju
按兵束甲,an,jia
按步就班,an,ban
按部就班,an,ban
按堵如故,an,gu
按甲寝兵,an,bing
按甲休兵,an,bing
按名责实,an,shi
按捺不住,an,zhu
按辔徐行,an,xing
按图索骥,an,ji
按图索骏,an,jun
按行自抑,an,yi
案兵束甲,an,jia
案牍劳形,an,xing
案牍之劳,an,lao
案甲休兵,an,bing
案剑瞋目,an,mu
案无留牍,an,du
暗锤打人,an,ren
暗淡无光,an,guang
暗斗明争,an,zheng
暗度陈仓,an,cang
暗度金针,an,zhen
暗渡陈仓,an,cang
暗箭明枪,an,qiang
暗箭难防,an,fang
暗箭伤人,an,ren
暗箭中人,an,ren
暗绿稀红,an,hong
暗昧之事,an,shi
暗气暗恼,an,nao
暗弱无断,an,duan
暗室不欺,an,qi
暗室逢灯,an,deng
暗室亏心,an,xin
暗室欺心,an,xin
暗室求物,an,wu
暗室私心,an,xin
暗室屋漏,an,lou
暗送秋波,an,bo
暗无天日,an,ri
暗香疏影,an,ying
暗中摸索,an,suo
黯淡无光,an,guang
黯晦消沉,an,chen
黯然伤神,an,shen
黯然神伤,an,shang
黯然失色,an,se
黯然无色,an,se
黯然销魂,an,hun
昂昂自若,ang,ruo
昂藏七尺,ang,chi
昂然直入,ang,ru
昂然自得,ang,de
昂然自若,ang,ruo
昂首阔步,ang,bu
昂首伸眉,ang,mei
昂首天外,ang,wai
昂首挺胸,ang,xiong
昂首望天,ang,tian
昂头阔步,ang,bu
昂头天外,ang,wai
昂头挺胸,ang,xiong
昂霄耸壑,ang,he
盎盂相击,ang,ji
盎盂相敲,ang,qiao
敖世轻物,ao,wu
敖不可长,ao,zhang
嗷嗷待哺,ao,bu
遨翔自得,ao,de
熬肠刮肚,ao,du
熬更守夜,ao,ye
熬姜呷醋,ao,cu
熬枯受淡,ao,dan
熬清守淡,ao,dan
熬清守谈,ao,tan
熬清受淡,ao,dan
熬心费力,ao,li
熬油费火,ao,huo
聱牙佶屈,ao,qu
聱牙戟口,ao,kou
聱牙诘曲,ao,qu
聱牙诘屈,ao,qu
謷牙诘屈,ao,qu
鳌愤龙愁,ao,chou
鳌里夺尊,ao,zun
鳌鸣鳖应,ao,ying
鳌头独占,ao,zhan
鳌掷鲸呿,ao,qu
鳌掷鲸吞,ao,tun
安土重居,an,ju
安土重迁,an,qian
安危相易,an,yi
安危与共,an,gong
安闲自得,an,de
安闲自在,an,zai
安心定志,an,zhi
安心乐业,an,ye
安心乐意,an,yi
安心落意,an,yi
安营下寨,an,zhai
安营扎寨,an,zhai
安于故俗，溺于旧闻,an,wen
安于盘石,an,shi
安于现状,an,zhuang
安于一隅,an,yu
安宅正路,an,lu
安枕而卧,an,wo
安之若命,an,ming
安之若素,an,su
安坐待毙,an,bi
傲不可长,ao,zhang
傲骨嶙嶙,ao,lin
傲慢不逊,ao,xun
傲慢少礼,ao,li
傲慢无礼,ao,li
傲睨得志,ao,zhi
傲睨万物,ao,wu
傲睨一切,ao,qie
傲睨一世,ao,shi
傲睨自若,ao,ruo
傲然挺立,ao,li
傲然屹立,ao,li
傲世轻物,ao,wu
傲霜斗雪,ao,xue
傲头傲脑,ao,nao
傲贤慢士,ao,shi
傲雪凌霜,ao,shuang
傲雪欺霜,ao,shuang
奥妙无穷,ao,qiong
奥援有灵,ao,ling
懊悔无及,ao,ji
八百孤寒,ba,han
八拜之交,ba,jiao
八窗玲珑,ba,long
八斗之才,ba,cai
八方风雨,ba,yu
八方呼应,ba,ying
八方支持,ba,chi
八方支援,ba,yuan
八府巡按,ba,an
八公山上，草木皆兵,ba,bing
八纮同轨,ba,gui
八荒之外,ba,wai
八街九陌,ba,mo
八九不离十,ba,shi
八面见光,ba,guang
八面玲珑,ba,long
八面驶风,ba,feng
八面受敌,ba,di
八面威风,ba,feng
八面莹澈,ba,che
八面圆通,ba,tong
八面张罗,ba,luo
八难三灾,ba,zai
八万四千,ba,qian
八仙过海,ba,hai
八仙过海，各显其能,ba,neng
八仙过海，各显神通,ba,tong
八音迭奏,ba,zou
八音遏密,ba,mi
八珍玉食,ba,shi
八字打开,ba,kai
八字没见一撇,ba,pie
八字没一撇,ba,pie
巴巴急急,ba,ji
巴巴劫劫,ba,jie
巴巴结结,ba,jie
巴高望上,ba,shang
巴高枝儿,ba,er
巴前算后,ba,hou
巴人下里,ba,li
巴三览四,ba,si
拔葵去织,ba,zhi
拔来报往,ba,wang
拔类超群,ba,qun
拔了萝卜地皮宽,ba,kuan
拔毛济世,ba,shi
拔毛连茹,ba,ru
拔茅连茹,ba,ru
拔苗助长,ba,zhang
拔群出萃,ba,cui
拔山超海,ba,hai
拔山盖世,ba,shi
拔山举鼎,ba,ding
拔山扛鼎,ba,ding
拔十得五,ba,wu
拔十失五,ba,wu
拔树撼山,ba,shan
拔树搜根,ba,gen
拔树寻根,ba,gen
拔犀擢象,ba,xiang
拔辖投井,ba,jing
拔新领异,ba,yi
拔宅飞升,ba,sheng
拔宅上升,ba,sheng
拔赵易汉,ba,han
拔赵帜立赤帜,ba,zhi
拔赵帜易汉帜,ba,zhi
拔帜树帜,ba,zhi
拔帜易帜,ba,zhi
跋胡疐尾,ba,wei
跋扈飞扬,ba,yang
跋扈自恣,ba,zi
跋扈恣睢,ba,sui
